,spatial-minus-zoneMean-mrt,Size,Design,Weather,Operation
77167,4.1,Large,Advanced,TMY,PASSIVE
77168,0.44,Large,Advanced,TMY,PASSIVE
77169,0.67,Large,Advanced,TMY,PASSIVE
77170,0.8,Large,Advanced,TMY,PASSIVE
77171,0.87,Large,Advanced,TMY,PASSIVE
77172,0.94,Large,Advanced,TMY,PASSIVE
77173,0.57,Large,Advanced,TMY,PASSIVE
77174,0.4,Large,Advanced,TMY,PASSIVE
77175,0.26,Large,Advanced,TMY,PASSIVE
77176,-0.17,Large,Advanced,TMY,PASSIVE
77177,-0.28,Large,Advanced,TMY,PASSIVE
77178,-0.37,Large,Advanced,TMY,PASSIVE
77179,-0.4,Large,Advanced,TMY,PASSIVE
77180,-0.4,Large,Advanced,TMY,PASSIVE
77181,-0.42,Large,Advanced,TMY,PASSIVE
77182,-0.45,Large,Advanced,TMY,PASSIVE
77183,-0.48,Large,Advanced,TMY,PASSIVE
77184,-0.51,Large,Advanced,TMY,PASSIVE
77185,-0.53,Large,Advanced,TMY,PASSIVE
77186,-0.54,Large,Advanced,TMY,PASSIVE
77187,-0.55,Large,Advanced,TMY,PASSIVE
77188,-0.57,Large,Advanced,TMY,PASSIVE
77189,-0.54,Large,Advanced,TMY,PASSIVE
77190,-0.38,Large,Advanced,TMY,PASSIVE
77191,0.47,Large,Advanced,TMY,PASSIVE
77192,0.5,Large,Advanced,TMY,PASSIVE
77193,0.52,Large,Advanced,TMY,PASSIVE
77194,0.54,Large,Advanced,TMY,PASSIVE
77195,0.58,Large,Advanced,TMY,PASSIVE
77196,0.56,Large,Advanced,TMY,PASSIVE
77197,0.52,Large,Advanced,TMY,PASSIVE
77198,0.4,Large,Advanced,TMY,PASSIVE
77199,0.2,Large,Advanced,TMY,PASSIVE
77200,-0.16,Large,Advanced,TMY,PASSIVE
77201,-0.23,Large,Advanced,TMY,PASSIVE
77202,-0.32,Large,Advanced,TMY,PASSIVE
77203,-0.33,Large,Advanced,TMY,PASSIVE
77204,-0.34,Large,Advanced,TMY,PASSIVE
77205,-0.34,Large,Advanced,TMY,PASSIVE
77206,-0.36,Large,Advanced,TMY,PASSIVE
77207,-0.39,Large,Advanced,TMY,PASSIVE
77208,-0.4,Large,Advanced,TMY,PASSIVE
77209,-0.42,Large,Advanced,TMY,PASSIVE
77210,-0.46,Large,Advanced,TMY,PASSIVE
77211,-0.47,Large,Advanced,TMY,PASSIVE
77212,-0.47,Large,Advanced,TMY,PASSIVE
77213,-0.41,Large,Advanced,TMY,PASSIVE
77214,-0.2,Large,Advanced,TMY,PASSIVE
77215,0.14,Large,Advanced,TMY,PASSIVE
77216,0.58,Large,Advanced,TMY,PASSIVE
77217,0.77,Large,Advanced,TMY,PASSIVE
77218,0.48,Large,Advanced,TMY,PASSIVE
77219,0.7,Large,Advanced,TMY,PASSIVE
77220,0.81,Large,Advanced,TMY,PASSIVE
77221,0.58,Large,Advanced,TMY,PASSIVE
77222,0.26,Large,Advanced,TMY,PASSIVE
77223,0.19,Large,Advanced,TMY,PASSIVE
77224,0.14,Large,Advanced,TMY,PASSIVE
77225,0.13,Large,Advanced,TMY,PASSIVE
77226,-0.2,Large,Advanced,TMY,PASSIVE
77227,-0.21,Large,Advanced,TMY,PASSIVE
77228,-0.3,Large,Advanced,TMY,PASSIVE
77229,-0.36,Large,Advanced,TMY,PASSIVE
77230,-0.39,Large,Advanced,TMY,PASSIVE
77231,-0.42,Large,Advanced,TMY,PASSIVE
77232,-0.43,Large,Advanced,TMY,PASSIVE
77233,-0.45,Large,Advanced,TMY,PASSIVE
77234,-0.47,Large,Advanced,TMY,PASSIVE
77235,-0.46,Large,Advanced,TMY,PASSIVE
77236,-0.46,Large,Advanced,TMY,PASSIVE
77237,-0.44,Large,Advanced,TMY,PASSIVE
77238,-0.37,Large,Advanced,TMY,PASSIVE
77239,-0.29,Large,Advanced,TMY,PASSIVE
77240,-0.19,Large,Advanced,TMY,PASSIVE
77241,0.34,Large,Advanced,TMY,PASSIVE
77242,0.31,Large,Advanced,TMY,PASSIVE
77243,-0.15,Large,Advanced,TMY,PASSIVE
77244,0.21,Large,Advanced,TMY,PASSIVE
77245,0.31,Large,Advanced,TMY,PASSIVE
77246,-0.14,Large,Advanced,TMY,PASSIVE
77247,-0.2,Large,Advanced,TMY,PASSIVE
77248,-0.24,Large,Advanced,TMY,PASSIVE
77249,-0.31,Large,Advanced,TMY,PASSIVE
77250,-0.39,Large,Advanced,TMY,PASSIVE
77251,-0.4,Large,Advanced,TMY,PASSIVE
77252,-0.38,Large,Advanced,TMY,PASSIVE
77253,-0.38,Large,Advanced,TMY,PASSIVE
77254,-0.39,Large,Advanced,TMY,PASSIVE
77255,-0.39,Large,Advanced,TMY,PASSIVE
77256,-0.38,Large,Advanced,TMY,PASSIVE
77257,-0.39,Large,Advanced,TMY,PASSIVE
77258,-0.39,Large,Advanced,TMY,PASSIVE
77259,-0.39,Large,Advanced,TMY,PASSIVE
77260,-0.41,Large,Advanced,TMY,PASSIVE
77261,-0.37,Large,Advanced,TMY,PASSIVE
77262,0.57,Large,Advanced,TMY,PASSIVE
77263,-0.19,Large,Advanced,TMY,PASSIVE
77264,0.36,Large,Advanced,TMY,PASSIVE
77265,0.65,Large,Advanced,TMY,PASSIVE
77266,0.99,Large,Advanced,TMY,PASSIVE
77267,1.09,Large,Advanced,TMY,PASSIVE
77268,0.99,Large,Advanced,TMY,PASSIVE
77269,0.85,Large,Advanced,TMY,PASSIVE
77270,0.75,Large,Advanced,TMY,PASSIVE
77271,0.44,Large,Advanced,TMY,PASSIVE
77272,0.36,Large,Advanced,TMY,PASSIVE
77273,0.17,Large,Advanced,TMY,PASSIVE
77274,0.14,Large,Advanced,TMY,PASSIVE
77275,-0.14,Large,Advanced,TMY,PASSIVE
77276,-0.21,Large,Advanced,TMY,PASSIVE
77277,-0.25,Large,Advanced,TMY,PASSIVE
77278,-0.28,Large,Advanced,TMY,PASSIVE
77279,-0.3,Large,Advanced,TMY,PASSIVE
77280,-0.36,Large,Advanced,TMY,PASSIVE
77281,-0.42,Large,Advanced,TMY,PASSIVE
77282,-0.45,Large,Advanced,TMY,PASSIVE
77283,-0.51,Large,Advanced,TMY,PASSIVE
77284,-0.56,Large,Advanced,TMY,PASSIVE
77285,-0.5,Large,Advanced,TMY,PASSIVE
77286,9.79,Large,Advanced,TMY,PASSIVE
77287,0.49,Large,Advanced,TMY,PASSIVE
77288,0.45,Large,Advanced,TMY,PASSIVE
77289,0.38,Large,Advanced,TMY,PASSIVE
77290,0.32,Large,Advanced,TMY,PASSIVE
77291,0.43,Large,Advanced,TMY,PASSIVE
77292,0.33,Large,Advanced,TMY,PASSIVE
77293,-0.23,Large,Advanced,TMY,PASSIVE
77294,-0.24,Large,Advanced,TMY,PASSIVE
77295,-0.29,Large,Advanced,TMY,PASSIVE
77296,-0.38,Large,Advanced,TMY,PASSIVE
77297,-0.44,Large,Advanced,TMY,PASSIVE
77298,-0.52,Large,Advanced,TMY,PASSIVE
77299,-0.51,Large,Advanced,TMY,PASSIVE
77300,-0.5,Large,Advanced,TMY,PASSIVE
77301,-0.51,Large,Advanced,TMY,PASSIVE
77302,-0.55,Large,Advanced,TMY,PASSIVE
77303,-0.6,Large,Advanced,TMY,PASSIVE
77304,-0.63,Large,Advanced,TMY,PASSIVE
77305,-0.65,Large,Advanced,TMY,PASSIVE
77306,-0.69,Large,Advanced,TMY,PASSIVE
77307,-0.7,Large,Advanced,TMY,PASSIVE
77308,-0.71,Large,Advanced,TMY,PASSIVE
77309,-0.67,Large,Advanced,TMY,PASSIVE
77310,-0.46,Large,Advanced,TMY,PASSIVE
77311,0.48,Large,Advanced,TMY,PASSIVE
77312,0.42,Large,Advanced,TMY,PASSIVE
77313,0.54,Large,Advanced,TMY,PASSIVE
77314,0.59,Large,Advanced,TMY,PASSIVE
77315,0.65,Large,Advanced,TMY,PASSIVE
77316,0.72,Large,Advanced,TMY,PASSIVE
77317,0.48,Large,Advanced,TMY,PASSIVE
77318,0.32,Large,Advanced,TMY,PASSIVE
77319,0.19,Large,Advanced,TMY,PASSIVE
77320,-0.19,Large,Advanced,TMY,PASSIVE
77321,-0.28,Large,Advanced,TMY,PASSIVE
77322,-0.4,Large,Advanced,TMY,PASSIVE
77323,-0.43,Large,Advanced,TMY,PASSIVE
77324,-0.43,Large,Advanced,TMY,PASSIVE
77325,-0.42,Large,Advanced,TMY,PASSIVE
77326,-0.41,Large,Advanced,TMY,PASSIVE
77327,-0.42,Large,Advanced,TMY,PASSIVE
77328,-0.46,Large,Advanced,TMY,PASSIVE
77329,-0.52,Large,Advanced,TMY,PASSIVE
77330,-0.56,Large,Advanced,TMY,PASSIVE
77331,-0.56,Large,Advanced,TMY,PASSIVE
77332,-0.57,Large,Advanced,TMY,PASSIVE
77333,-0.52,Large,Advanced,TMY,PASSIVE
77334,-0.33,Large,Advanced,TMY,PASSIVE
77335,0.2,Large,Advanced,TMY,PASSIVE
77336,0.47,Large,Advanced,TMY,PASSIVE
77337,0.74,Large,Advanced,TMY,PASSIVE
77338,0.9,Large,Advanced,TMY,PASSIVE
77339,0.82,Large,Advanced,TMY,PASSIVE
77340,0.85,Large,Advanced,TMY,PASSIVE
77341,0.7,Large,Advanced,TMY,PASSIVE
77342,0.55,Large,Advanced,TMY,PASSIVE
77343,0.37,Large,Advanced,TMY,PASSIVE
77344,0.15,Large,Advanced,TMY,PASSIVE
77345,-0.2,Large,Advanced,TMY,PASSIVE
77346,-0.3,Large,Advanced,TMY,PASSIVE
77347,-0.31,Large,Advanced,TMY,PASSIVE
77348,-0.31,Large,Advanced,TMY,PASSIVE
77349,-0.31,Large,Advanced,TMY,PASSIVE
77350,-0.31,Large,Advanced,TMY,PASSIVE
77351,-0.31,Large,Advanced,TMY,PASSIVE
77352,-0.32,Large,Advanced,TMY,PASSIVE
77353,-0.34,Large,Advanced,TMY,PASSIVE
77354,-0.35,Large,Advanced,TMY,PASSIVE
77355,-0.35,Large,Advanced,TMY,PASSIVE
77356,-0.37,Large,Advanced,TMY,PASSIVE
77357,-0.35,Large,Advanced,TMY,PASSIVE
77358,-0.19,Large,Advanced,TMY,PASSIVE
77359,0.49,Large,Advanced,TMY,PASSIVE
77360,0.55,Large,Advanced,TMY,PASSIVE
77361,0.49,Large,Advanced,TMY,PASSIVE
77362,0.56,Large,Advanced,TMY,PASSIVE
77363,0.6,Large,Advanced,TMY,PASSIVE
77364,0.58,Large,Advanced,TMY,PASSIVE
77365,0.52,Large,Advanced,TMY,PASSIVE
77366,0.44,Large,Advanced,TMY,PASSIVE
77367,0.3,Large,Advanced,TMY,PASSIVE
77368,0.15,Large,Advanced,TMY,PASSIVE
77369,-0.15,Large,Advanced,TMY,PASSIVE
77370,-0.22,Large,Advanced,TMY,PASSIVE
77371,-0.27,Large,Advanced,TMY,PASSIVE
77372,-0.31,Large,Advanced,TMY,PASSIVE
77373,-0.33,Large,Advanced,TMY,PASSIVE
77374,-0.33,Large,Advanced,TMY,PASSIVE
77375,-0.34,Large,Advanced,TMY,PASSIVE
77376,-0.36,Large,Advanced,TMY,PASSIVE
77377,-0.39,Large,Advanced,TMY,PASSIVE
77378,-0.4,Large,Advanced,TMY,PASSIVE
77379,-0.39,Large,Advanced,TMY,PASSIVE
77380,-0.37,Large,Advanced,TMY,PASSIVE
77381,-0.33,Large,Advanced,TMY,PASSIVE
77382,-0.18,Large,Advanced,TMY,PASSIVE
77383,0.44,Large,Advanced,TMY,PASSIVE
77384,0.49,Large,Advanced,TMY,PASSIVE
77385,0.49,Large,Advanced,TMY,PASSIVE
77386,0.59,Large,Advanced,TMY,PASSIVE
77387,0.61,Large,Advanced,TMY,PASSIVE
77388,0.58,Large,Advanced,TMY,PASSIVE
77389,0.49,Large,Advanced,TMY,PASSIVE
77390,0.39,Large,Advanced,TMY,PASSIVE
77391,0.24,Large,Advanced,TMY,PASSIVE
77392,-0.16,Large,Advanced,TMY,PASSIVE
77393,-0.23,Large,Advanced,TMY,PASSIVE
77394,-0.31,Large,Advanced,TMY,PASSIVE
77395,-0.32,Large,Advanced,TMY,PASSIVE
77396,-0.32,Large,Advanced,TMY,PASSIVE
77397,-0.35,Large,Advanced,TMY,PASSIVE
77398,-0.37,Large,Advanced,TMY,PASSIVE
77399,-0.38,Large,Advanced,TMY,PASSIVE
77400,-0.4,Large,Advanced,TMY,PASSIVE
77401,-0.42,Large,Advanced,TMY,PASSIVE
77402,-0.43,Large,Advanced,TMY,PASSIVE
77403,-0.44,Large,Advanced,TMY,PASSIVE
77404,-0.43,Large,Advanced,TMY,PASSIVE
77405,-0.34,Large,Advanced,TMY,PASSIVE
77406,-0.14,Large,Advanced,TMY,PASSIVE
77407,0.39,Large,Advanced,TMY,PASSIVE
77408,0.73,Large,Advanced,TMY,PASSIVE
77409,0.96,Large,Advanced,TMY,PASSIVE
77410,1.05,Large,Advanced,TMY,PASSIVE
77411,1.07,Large,Advanced,TMY,PASSIVE
77412,1.0,Large,Advanced,TMY,PASSIVE
77413,0.83,Large,Advanced,TMY,PASSIVE
77414,0.37,Large,Advanced,TMY,PASSIVE
77415,0.18,Large,Advanced,TMY,PASSIVE
77416,0.09,Large,Advanced,TMY,PASSIVE
77417,-0.12,Large,Advanced,TMY,PASSIVE
77418,-0.26,Large,Advanced,TMY,PASSIVE
77419,-0.31,Large,Advanced,TMY,PASSIVE
77420,-0.31,Large,Advanced,TMY,PASSIVE
77421,-0.34,Large,Advanced,TMY,PASSIVE
77422,-0.37,Large,Advanced,TMY,PASSIVE
77423,-0.36,Large,Advanced,TMY,PASSIVE
77424,-0.36,Large,Advanced,TMY,PASSIVE
77425,-0.37,Large,Advanced,TMY,PASSIVE
77426,-0.39,Large,Advanced,TMY,PASSIVE
77427,-0.37,Large,Advanced,TMY,PASSIVE
77428,-0.36,Large,Advanced,TMY,PASSIVE
77429,-0.32,Large,Advanced,TMY,PASSIVE
77430,-0.21,Large,Advanced,TMY,PASSIVE
77431,-0.14,Large,Advanced,TMY,PASSIVE
77432,0.11,Large,Advanced,TMY,PASSIVE
77433,-0.14,Large,Advanced,TMY,PASSIVE
77434,-0.13,Large,Advanced,TMY,PASSIVE
77435,0.34,Large,Advanced,TMY,PASSIVE
77436,0.33,Large,Advanced,TMY,PASSIVE
77437,0.28,Large,Advanced,TMY,PASSIVE
77438,-0.13,Large,Advanced,TMY,PASSIVE
77439,-0.22,Large,Advanced,TMY,PASSIVE
77440,-0.3,Large,Advanced,TMY,PASSIVE
77441,-0.35,Large,Advanced,TMY,PASSIVE
77442,-0.39,Large,Advanced,TMY,PASSIVE
77443,-0.38,Large,Advanced,TMY,PASSIVE
77444,-0.37,Large,Advanced,TMY,PASSIVE
77445,-0.38,Large,Advanced,TMY,PASSIVE
77446,-0.36,Large,Advanced,TMY,PASSIVE
77447,-0.35,Large,Advanced,TMY,PASSIVE
77448,-0.36,Large,Advanced,TMY,PASSIVE
77449,-0.36,Large,Advanced,TMY,PASSIVE
77450,-0.37,Large,Advanced,TMY,PASSIVE
77451,-0.37,Large,Advanced,TMY,PASSIVE
77452,-0.37,Large,Advanced,TMY,PASSIVE
77453,-0.36,Large,Advanced,TMY,PASSIVE
77454,-0.3,Large,Advanced,TMY,PASSIVE
77455,-0.26,Large,Advanced,TMY,PASSIVE
77456,-0.24,Large,Advanced,TMY,PASSIVE
77457,-0.21,Large,Advanced,TMY,PASSIVE
77458,-0.16,Large,Advanced,TMY,PASSIVE
77459,-0.15,Large,Advanced,TMY,PASSIVE
77460,-0.16,Large,Advanced,TMY,PASSIVE
77461,-0.16,Large,Advanced,TMY,PASSIVE
77462,-0.17,Large,Advanced,TMY,PASSIVE
77463,-0.19,Large,Advanced,TMY,PASSIVE
77464,-0.23,Large,Advanced,TMY,PASSIVE
77465,-0.27,Large,Advanced,TMY,PASSIVE
77466,-0.33,Large,Advanced,TMY,PASSIVE
77467,-0.34,Large,Advanced,TMY,PASSIVE
77468,-0.35,Large,Advanced,TMY,PASSIVE
77469,-0.38,Large,Advanced,TMY,PASSIVE
77470,-0.41,Large,Advanced,TMY,PASSIVE
77471,-0.42,Large,Advanced,TMY,PASSIVE
77472,-0.42,Large,Advanced,TMY,PASSIVE
77473,-0.41,Large,Advanced,TMY,PASSIVE
77474,-0.41,Large,Advanced,TMY,PASSIVE
77475,-0.42,Large,Advanced,TMY,PASSIVE
77476,-0.42,Large,Advanced,TMY,PASSIVE
77477,-0.39,Large,Advanced,TMY,PASSIVE
77478,-0.29,Large,Advanced,TMY,PASSIVE
77479,-0.21,Large,Advanced,TMY,PASSIVE
77480,-0.17,Large,Advanced,TMY,PASSIVE
77481,0.16,Large,Advanced,TMY,PASSIVE
77482,0.3,Large,Advanced,TMY,PASSIVE
77483,0.35,Large,Advanced,TMY,PASSIVE
77484,0.38,Large,Advanced,TMY,PASSIVE
77485,0.4,Large,Advanced,TMY,PASSIVE
77486,0.15,Large,Advanced,TMY,PASSIVE
77487,-0.19,Large,Advanced,TMY,PASSIVE
77488,-0.25,Large,Advanced,TMY,PASSIVE
77489,-0.31,Large,Advanced,TMY,PASSIVE
77490,-0.36,Large,Advanced,TMY,PASSIVE
77491,-0.36,Large,Advanced,TMY,PASSIVE
77492,-0.36,Large,Advanced,TMY,PASSIVE
77493,-0.35,Large,Advanced,TMY,PASSIVE
77494,-0.32,Large,Advanced,TMY,PASSIVE
77495,-0.33,Large,Advanced,TMY,PASSIVE
77496,-0.32,Large,Advanced,TMY,PASSIVE
77497,-0.29,Large,Advanced,TMY,PASSIVE
77498,-0.28,Large,Advanced,TMY,PASSIVE
77499,-0.29,Large,Advanced,TMY,PASSIVE
77500,-0.29,Large,Advanced,TMY,PASSIVE
77501,-0.26,Large,Advanced,TMY,PASSIVE
77502,-0.14,Large,Advanced,TMY,PASSIVE
77503,0.13,Large,Advanced,TMY,PASSIVE
77504,0.27,Large,Advanced,TMY,PASSIVE
77505,0.34,Large,Advanced,TMY,PASSIVE
77506,0.36,Large,Advanced,TMY,PASSIVE
77507,0.28,Large,Advanced,TMY,PASSIVE
77508,0.27,Large,Advanced,TMY,PASSIVE
77509,0.67,Large,Advanced,TMY,PASSIVE
77510,0.57,Large,Advanced,TMY,PASSIVE
77511,0.42,Large,Advanced,TMY,PASSIVE
77512,0.16,Large,Advanced,TMY,PASSIVE
77513,-0.25,Large,Advanced,TMY,PASSIVE
77514,-0.39,Large,Advanced,TMY,PASSIVE
77515,-0.41,Large,Advanced,TMY,PASSIVE
77516,-0.42,Large,Advanced,TMY,PASSIVE
77517,-0.42,Large,Advanced,TMY,PASSIVE
77518,-0.44,Large,Advanced,TMY,PASSIVE
77519,-0.46,Large,Advanced,TMY,PASSIVE
77520,-0.49,Large,Advanced,TMY,PASSIVE
77521,-0.5,Large,Advanced,TMY,PASSIVE
77522,-0.51,Large,Advanced,TMY,PASSIVE
77523,-0.53,Large,Advanced,TMY,PASSIVE
77524,-0.54,Large,Advanced,TMY,PASSIVE
77525,-0.48,Large,Advanced,TMY,PASSIVE
77526,-0.27,Large,Advanced,TMY,PASSIVE
77527,0.25,Large,Advanced,TMY,PASSIVE
77528,0.43,Large,Advanced,TMY,PASSIVE
77529,0.4,Large,Advanced,TMY,PASSIVE
77530,0.48,Large,Advanced,TMY,PASSIVE
77531,0.96,Large,Advanced,TMY,PASSIVE
77532,0.92,Large,Advanced,TMY,PASSIVE
77533,0.8,Large,Advanced,TMY,PASSIVE
77534,0.52,Large,Advanced,TMY,PASSIVE
77535,0.39,Large,Advanced,TMY,PASSIVE
77536,-0.17,Large,Advanced,TMY,PASSIVE
77537,-0.28,Large,Advanced,TMY,PASSIVE
77538,-0.41,Large,Advanced,TMY,PASSIVE
77539,-0.47,Large,Advanced,TMY,PASSIVE
77540,-0.48,Large,Advanced,TMY,PASSIVE
77541,-0.46,Large,Advanced,TMY,PASSIVE
77542,-0.46,Large,Advanced,TMY,PASSIVE
77543,-0.45,Large,Advanced,TMY,PASSIVE
77544,-0.45,Large,Advanced,TMY,PASSIVE
77545,-0.44,Large,Advanced,TMY,PASSIVE
77546,-0.44,Large,Advanced,TMY,PASSIVE
77547,-0.44,Large,Advanced,TMY,PASSIVE
77548,-0.44,Large,Advanced,TMY,PASSIVE
77549,-0.42,Large,Advanced,TMY,PASSIVE
77550,-0.3,Large,Advanced,TMY,PASSIVE
77551,-0.29,Large,Advanced,TMY,PASSIVE
77552,-0.24,Large,Advanced,TMY,PASSIVE
77553,-0.19,Large,Advanced,TMY,PASSIVE
77554,0.18,Large,Advanced,TMY,PASSIVE
77555,0.53,Large,Advanced,TMY,PASSIVE
77556,0.5,Large,Advanced,TMY,PASSIVE
77557,0.48,Large,Advanced,TMY,PASSIVE
77558,0.52,Large,Advanced,TMY,PASSIVE
77559,0.31,Large,Advanced,TMY,PASSIVE
77560,-0.2,Large,Advanced,TMY,PASSIVE
77561,-0.31,Large,Advanced,TMY,PASSIVE
77562,-0.44,Large,Advanced,TMY,PASSIVE
77563,-0.44,Large,Advanced,TMY,PASSIVE
77564,-0.44,Large,Advanced,TMY,PASSIVE
77565,-0.43,Large,Advanced,TMY,PASSIVE
77566,-0.43,Large,Advanced,TMY,PASSIVE
77567,-0.46,Large,Advanced,TMY,PASSIVE
77568,-0.49,Large,Advanced,TMY,PASSIVE
77569,-0.49,Large,Advanced,TMY,PASSIVE
77570,-0.51,Large,Advanced,TMY,PASSIVE
77571,-0.5,Large,Advanced,TMY,PASSIVE
77572,-0.48,Large,Advanced,TMY,PASSIVE
77573,-0.43,Large,Advanced,TMY,PASSIVE
77574,-0.34,Large,Advanced,TMY,PASSIVE
77575,-0.29,Large,Advanced,TMY,PASSIVE
77576,-0.17,Large,Advanced,TMY,PASSIVE
77577,-0.2,Large,Advanced,TMY,PASSIVE
77578,-0.2,Large,Advanced,TMY,PASSIVE
77579,0.17,Large,Advanced,TMY,PASSIVE
77580,0.36,Large,Advanced,TMY,PASSIVE
77581,0.4,Large,Advanced,TMY,PASSIVE
77582,0.59,Large,Advanced,TMY,PASSIVE
77583,0.28,Large,Advanced,TMY,PASSIVE
77584,-0.21,Large,Advanced,TMY,PASSIVE
77585,-0.29,Large,Advanced,TMY,PASSIVE
77586,-0.44,Large,Advanced,TMY,PASSIVE
77587,-0.45,Large,Advanced,TMY,PASSIVE
77588,-0.47,Large,Advanced,TMY,PASSIVE
77589,-0.47,Large,Advanced,TMY,PASSIVE
77590,-0.5,Large,Advanced,TMY,PASSIVE
77591,-0.55,Large,Advanced,TMY,PASSIVE
77592,-0.58,Large,Advanced,TMY,PASSIVE
77593,-0.59,Large,Advanced,TMY,PASSIVE
77594,-0.62,Large,Advanced,TMY,PASSIVE
77595,-0.63,Large,Advanced,TMY,PASSIVE
77596,-0.64,Large,Advanced,TMY,PASSIVE
77597,-0.57,Large,Advanced,TMY,PASSIVE
77598,-0.36,Large,Advanced,TMY,PASSIVE
77599,0.47,Large,Advanced,TMY,PASSIVE
77600,0.5,Large,Advanced,TMY,PASSIVE
77601,0.41,Large,Advanced,TMY,PASSIVE
77602,0.5,Large,Advanced,TMY,PASSIVE
77603,0.44,Large,Advanced,TMY,PASSIVE
77604,0.44,Large,Advanced,TMY,PASSIVE
77605,0.43,Large,Advanced,TMY,PASSIVE
77606,0.47,Large,Advanced,TMY,PASSIVE
77607,0.33,Large,Advanced,TMY,PASSIVE
77608,0.13,Large,Advanced,TMY,PASSIVE
77609,-0.12,Large,Advanced,TMY,PASSIVE
77610,-0.23,Large,Advanced,TMY,PASSIVE
77611,-0.24,Large,Advanced,TMY,PASSIVE
77612,-0.27,Large,Advanced,TMY,PASSIVE
77613,-0.28,Large,Advanced,TMY,PASSIVE
77614,-0.27,Large,Advanced,TMY,PASSIVE
77615,-0.29,Large,Advanced,TMY,PASSIVE
77616,-0.33,Large,Advanced,TMY,PASSIVE
77617,-0.36,Large,Advanced,TMY,PASSIVE
77618,-0.38,Large,Advanced,TMY,PASSIVE
77619,-0.41,Large,Advanced,TMY,PASSIVE
77620,-0.42,Large,Advanced,TMY,PASSIVE
77621,-0.32,Large,Advanced,TMY,PASSIVE
77622,0.21,Large,Advanced,TMY,PASSIVE
77623,0.49,Large,Advanced,TMY,PASSIVE
77624,0.62,Large,Advanced,TMY,PASSIVE
77625,0.71,Large,Advanced,TMY,PASSIVE
77626,0.92,Large,Advanced,TMY,PASSIVE
77627,0.87,Large,Advanced,TMY,PASSIVE
77628,0.77,Large,Advanced,TMY,PASSIVE
77629,0.73,Large,Advanced,TMY,PASSIVE
77630,0.6,Large,Advanced,TMY,PASSIVE
77631,0.44,Large,Advanced,TMY,PASSIVE
77632,0.25,Large,Advanced,TMY,PASSIVE
77633,0.1,Large,Advanced,TMY,PASSIVE
77634,-0.21,Large,Advanced,TMY,PASSIVE
77635,-0.29,Large,Advanced,TMY,PASSIVE
77636,-0.31,Large,Advanced,TMY,PASSIVE
77637,-0.32,Large,Advanced,TMY,PASSIVE
77638,-0.32,Large,Advanced,TMY,PASSIVE
77639,-0.33,Large,Advanced,TMY,PASSIVE
77640,-0.33,Large,Advanced,TMY,PASSIVE
77641,-0.34,Large,Advanced,TMY,PASSIVE
77642,-0.35,Large,Advanced,TMY,PASSIVE
77643,-0.35,Large,Advanced,TMY,PASSIVE
77644,-0.36,Large,Advanced,TMY,PASSIVE
77645,-0.27,Large,Advanced,TMY,PASSIVE
77646,-0.15,Large,Advanced,TMY,PASSIVE
77647,0.32,Large,Advanced,TMY,PASSIVE
77648,0.64,Large,Advanced,TMY,PASSIVE
77649,0.82,Large,Advanced,TMY,PASSIVE
77650,0.9,Large,Advanced,TMY,PASSIVE
77651,0.89,Large,Advanced,TMY,PASSIVE
77652,0.77,Large,Advanced,TMY,PASSIVE
77653,0.75,Large,Advanced,TMY,PASSIVE
77654,0.46,Large,Advanced,TMY,PASSIVE
77655,0.32,Large,Advanced,TMY,PASSIVE
77656,0.18,Large,Advanced,TMY,PASSIVE
77657,-0.1,Large,Advanced,TMY,PASSIVE
77658,-0.19,Large,Advanced,TMY,PASSIVE
77659,-0.19,Large,Advanced,TMY,PASSIVE
77660,-0.2,Large,Advanced,TMY,PASSIVE
77661,-0.15,Large,Advanced,TMY,PASSIVE
77662,-0.11,Large,Advanced,TMY,PASSIVE
77663,-0.15,Large,Advanced,TMY,PASSIVE
77664,-0.16,Large,Advanced,TMY,PASSIVE
77665,-0.16,Large,Advanced,TMY,PASSIVE
77666,-0.2,Large,Advanced,TMY,PASSIVE
77667,-0.24,Large,Advanced,TMY,PASSIVE
77668,-0.26,Large,Advanced,TMY,PASSIVE
77669,-0.13,Large,Advanced,TMY,PASSIVE
77670,0.24,Large,Advanced,TMY,PASSIVE
77671,0.51,Large,Advanced,TMY,PASSIVE
77672,0.77,Large,Advanced,TMY,PASSIVE
77673,0.95,Large,Advanced,TMY,PASSIVE
77674,0.59,Large,Advanced,TMY,PASSIVE
77675,0.23,Large,Advanced,TMY,PASSIVE
77676,0.58,Large,Advanced,TMY,PASSIVE
77677,0.81,Large,Advanced,TMY,PASSIVE
77678,0.83,Large,Advanced,TMY,PASSIVE
77679,0.43,Large,Advanced,TMY,PASSIVE
77680,0.26,Large,Advanced,TMY,PASSIVE
77681,0.13,Large,Advanced,TMY,PASSIVE
77682,-0.22,Large,Advanced,TMY,PASSIVE
77683,-0.29,Large,Advanced,TMY,PASSIVE
77684,-0.4,Large,Advanced,TMY,PASSIVE
77685,-0.49,Large,Advanced,TMY,PASSIVE
77686,-0.5,Large,Advanced,TMY,PASSIVE
77687,-0.51,Large,Advanced,TMY,PASSIVE
77688,-0.53,Large,Advanced,TMY,PASSIVE
77689,-0.55,Large,Advanced,TMY,PASSIVE
77690,-0.59,Large,Advanced,TMY,PASSIVE
